Full Title,ISSN,Product ID,Change History
Physics Letters A,0375-9601,05236,Formerly part of Physics Letters
Physics Letters B,0370-2693,05237,Formerly part of Physics Letters
Physics of Life Reviews,1571-0645,05484,
Physics in Medicine,2352-4510,18075,
Physics Reports,0370-1573,05238,Incorporating Computer Physics Reports
Physiological and Molecular Plant Pathology,0885-5765,12660,Formerly known as Physiological Plant Pathology
Physiology & Behavior,0031-9384,07548,
Physiotherapy,0031-9406,04065,
Phytochemistry,0031-9422,00273,
Phytochemistry Letters,1874-3900,04291,
Phytomedicine,0944-7113,10020,
Piel,0213-9251,15724,
Placenta,0143-4004,12629,
Planetary and Space Science,0032-0633,00200,
Plant Diversity,2468-2659,18353,
Plant Gene,2352-4073,18083,
Plant Physiology and Biochemistry,0981-9428,09054,
Plant Science,0168-9452,08045,Formerly known as Plant Science Letters
Plasmid,0147-619X,12106,
PM&R,1934-1482,13430,
Poetics,0304-422X,05305,
Polar Science,1873-9652,06073,
Political Geography,0962-6298,03077,Formerly known as Political Geography Quarterly
Polyhedron,0277-5387,00218,Incorporating Inorganic and Nuclear Chemistry Letters and Journal of Inorganic and Nuclear Chemistry
Polymer,0032-3861,03078,Incorporating Computational and Theoretical Polymer Science
Polymer Degradation and Stability,0141-3910,02045,Incorporating Polymer Photochemistry
Polymer Testing,0142-9418,02050,
Postharvest Biology and Technology,0925-5214,05122,
Powder Technology,0032-5910,06031,
Practical Laboratory Medicine,2352-5517,18117,
Practical Radiation Oncology,1879-8500,12937,
Le Praticien en Anesthésie Réanimation,1279-7960,15850,
Pratique Neurologique - FMC,1878-7762,15867,
Pratiques Psychologiques,1269-1763,09159,
Precambrian Research,0301-9268,05358,
Precision Engineering,0141-6359,07750,
Pregnancy Hypertension,2210-7789,08732,
La Presse Médicale,0755-4982,15100,
Preventive Medicine,0091-7435,12107,
Preventive Medicine Reports,2211-3355,14067,
Preventive Veterinary Medicine,0167-5877,05123,
Primary Care: Clinics in Office Practice,0095-4543,13261,
Primary Care Diabetes,1751-9918,04280,
Probabilistic Engineering Mechanics,0266-8920,02052,
Procedia CIRP,2212-8271,08817,
Procedia Computer Science,1877-0509,08677,
Procedia Economics and Finance,2212-5671,17003,
Procedia Engineering,1877-7058,05631,
Procedia IUTAM,2210-9838,08754,
Procedia Manufacturing,2351-9789,17073,
Procedia – Social and Behavioral Sciences,1877-0428,04124,
Procedia Structural Integrity,2452-3216,18305,
Proceedings of the Combustion Institute,1540-7489,04068,Formerly known as Symposium (International) on Combustion
Proceedings of the Geologists’ Association,0016-7878,05611,
Process Biochemistry,1359-5113,02051,
Process Safety and Environmental Protection,0957-5820,08631,
The Professional Animal Scientist,1080-7446,18871,
Progrès en Urologie,1166-7087,15101,
Progrès en Urologie - FMC,1761-676X,15223,
Progress in Aerospace Sciences,0376-0421,00415,
Progress in Biophysics and Molecular Biology,0079-6107,00408,
Progress in Cardiovascular Diseases,0033-0620,13204,
Progress in Crystal Growth and Characterization of Materials,0960-8974,00492,Formerly known as Progress in Crystal Growth and Characterization
Progress in Energy and Combustion Science,0360-1285,00474,
Progress in Lipid Research,0163-7827,00407,Formerly known as Progress in the Chemistry of Fats and other Lipids
Progress in Materials Science,0079-6425,00414,Formerly known as Progress in Metal Physics
Progress in Natural Science: Materials International,1002-0071,08791,
Progress in Neuro-Psychopharmacology and Biological Psychiatry,0278-5846,07549,Formerly known as Progress in Neuro-Psychopharmacology
Progress in Neurobiology,0301-0082,00412,
Progress in Nuclear Energy,0149-1970,00478,
Progress in Nuclear Magnetic Resonance Spectroscopy,0079-6565,05178,
Progress in Oceanography,0079-6611,00422,
Progress in Organic Coatings,0300-9440,06032,
Progress in Particle and Nuclear Physics,0146-6410,00419,
Progress in Pediatric Cardiology,1058-9813,08046,
Progress in Planning,0305-9006,00409,
Progress in Polymer Science,0079-6700,00418,
Progress in Quantum Electronics,0079-6727,00410,
Progress in Retinal and Eye Research,1350-9462,00664,Formerly known as Progress in Retinal Research
Progress in Solid State Chemistry,0079-6786,00417,
Progress in Surface Science,0079-6816,00411,
Propulsion and Power Research,2212-540X,18003,
"Prostaglandins, Leukotrienes and Essential Fatty Acids",0952-3278,12720,"Formerly known as Prostaglandins, Leukotrienes and Medicine"
Prostaglandins & Other Lipid Mediators,1098-8823,07754,Formerly known as Prostaglandins; Incorporating Journal of Lipid Mediators and Cell Signalling
Prostate International,2287-8882,18148,
Protein Expression and Purification,1046-5928,12104,
Protist,1434-4610,10035,Formerly known as Archiv für Protistenkunde
Psiquiatría Biológica,1134-5934,15744,
Psychiatric Clinics of North America,0193-953X,13316,
Psychiatry Research,0165-1781,08047,
Psychiatry Research: Neuroimaging,0925-4927,08048,
Psychologie Française,0033-2984,09155,
Psychologie du Travail et des Organisations,1420-2530,09157,
Psychology of Sport and Exercise,1469-0292,00731,
Psychoneuroendocrinology,0306-4530,00473,
Psychosomatics,0033-3182,14045,
Public Health,0033-3506,04053,
Public Relations Review,0363-8111,07437,
Pulmonary Pharmacology & Therapeutics,1094-5539,12687,Formerly known as Pulmonary Pharmacology
Pulmonology,2531-0437,15799,Formerly known as Revista Portuguesa de Pneumologia (English Edition)
Pump Industry Analyst,1359-6128,02167,
The Quarterly Review of Economics and Finance,1062-9769,07438,
Quaternary Geochronology,1871-1014,06063,
Quaternary International,1040-6182,00865,
Quaternary Science Reviews,0277-3791,00636,
Radiation Measurements,1350-4487,00286,Formerly known as Nuclear Tracks and Radiation Measurements
Radiation Physics and Chemistry,0969-806X,00331,Formerly known as International Journal of Radiation Applications and Instrumentation. Part C. Radiation Physics and Chemistry
Radiography,1078-8174,12697,
Radiología,0033-8338,15730,
Radiología (English Edition),2173-5107,15791,
Radiologic Clinics of North America,0033-8389,13106,
Radiology Case Reports,1930-0433,18839,
Radiology of Infectious Diseases,2352-6211,18092,
Radiotherapy and Oncology,0167-8140,08049,
Rangeland Ecology & Management,1550-7424,18793,
Rangelands,0190-0528,18794,
Rare Metal Materials and Engineering,1875-5372,04115,
RAUSP Management Journal,2531-0488,11501,Formerly known as Revista de Administração
REACH,2352-3093,10520,
Reactive and Functional Polymers,1381-5148,05180,Formerly known as Reactive Polymers
Redox Biology,2213-2317,10128,
Regenerative Therapy,2352-3204,18070,
Regional Science and Urban Economics,0166-0462,05414,Formerly known as Regional and Urban Economics
Regional Studies in Marine Science,2352-4855,18076,
Regulatory Toxicology and Pharmacology,0273-2300,12110,
Rehabilitación,0048-7120,15734,
Reinforced Plastics,0034-3617,02104,
Reliability Engineering & System Safety,0951-8320,02054,Formerly known as Reliability Engineering
Remote Sensing Applications: Society and Environment,2352-9385,18162,
Remote Sensing of Environment,0034-4257,07759,
Renewable Energy,0960-1481,00969,Incorporating Solar & Wind Technology
Renewable Energy Focus,1755-0084,02272,Formerly known as Refocus
Renewable and Sustainable Energy Reviews,1364-0321,01010,
Reports on Mathematical Physics,0034-4877,00416,
Reports of Practical Oncology & Radiotherapy,1507-1367,11000,Formerly known as Reports of Practical Oncology
Reproductive Biology,1642-431X,11007,
Reproductive BioMedicine Online,1472-6483,05636,
Reproductive Biomedicine & Society Online,2405-6618,18179,
Reproductive Toxicology,0890-6238,07552,
Research in Accounting Regulation,1052-0457,05621,
Research in Autism Spectrum Disorders,1750-9467,04094,
Research in Developmental Disabilities,0891-4222,00826,Incorporating Analysis and Intervention in Developmental Disabilities and Applied Research in Mental Retardation
Research in Economics,1090-9443,12688,Formerly known as Ricerche Economiche
Research in International Business and Finance,0275-5319,08552,
Research in Microbiology,0923-2508,09060,Formerly known as Annales de l'Institut Pasteur. Microbiologie
Research in Organizational Behavior,0191-3085,12702,
Research Policy,0048-7333,05415,
Research in Social and Administrative Pharmacy,1551-7411,13370,
Research in Social Stratification and Mobility,0276-5624,04238,
Research in Transportation Business & Management,2210-5395,12904,
Research in Transportation Economics,0739-8859,05606,
Research in Veterinary Science,0034-5288,12709,
Resource and Energy Economics,0928-7655,05416,Formerly known as Resources and Energy
"Resources, Conservation and Recycling",0921-3449,05125,Incorporating Conservation & Recycling and Resources and Conservation
Resources Policy,0301-4207,03079,
Respiratory Investigation,2212-5345,08808,
Respiratory Medicine,0954-6111,12673,Formerly known as British Journal of Diseases of the Chest
Respiratory Medicine Case Reports,2213-0071,04118,Formerly known as Respiratory Medicine CME
Respiratory Physiology & Neurobiology,1569-9048,05126,Formerly known as Respiration Physiology
Results in Physics,2211-3797,08777,
Resuscitation,0300-9572,08051,
Reumatología Clínica,1699-258X,15708,
Reumatología Clínica (English Edition),2173-5743,15796,
Review of Development Finance,1879-9337,08719,
Review of Economic Dynamics,1094-2025,12109,
Review of Palaeobotany and Palynology,0034-6667,05359,
Reviews in Physics,2405-4283,18171,
Revista Andaluza de Medicina del Deporte,1888-7546,15968,
Revista Argentina de Microbiología,0325-7541,15822,
Revista Brasileira de Ciências do Esporte,0101-3289,15842,
Revista Brasileira de Entomologia,0085-5626,15910,
Revista Brasileira de Farmacognosia,0102-695X,15094,
Revista Brasileira de Ortopedia,0102-3616,15991,
Revista Brasileira de Ortopedia (English Edition),2255-4971,15994,
Revista de Calidad Asistencial,1134-282X,15733,
Revista Científica de la Sociedad de Enfermería Neurológica (English ed.),2530-299X,16444,
Revista Científica de la Sociedad Española de Enfermería Neurológica,2013-5246,15786,
Revista Clínica Española,0014-2565,15728,
Revista Clínica Española (English Edition),2254-8874,15982,
Revista Colombiana de Cancerología,0123-9015,16279,
Revista Colombiana de Cardiología,0120-5633,16352,
Revista Colombiana de Ortopedia y Traumatología,0120-8845,15835,
Revista Colombiana de Psiquiatría,0034-7450,15831,
Revista Colombiana de Psiquiatría (English ed.),2530-3120,16446,
Revista Colombiana de Reumatología,0121-8123,15826,
Revista Colombiana de Reumatología (English Edition),2444-4405,16430,
Revista de Contabilidad,1138-4891,15820,
Revista Española de Anestesiología y Reanimación,0034-9356,15974,
Revista Española de Anestesiología y Reanimación (English Edition),2341-1929,16835,
Revista Española de Cardiología,0300-8932,15703,
Revista Española de Cardiología (English Edition),1885-5857,15702,
Revista Española de Cardiología Suplementos,1131-3587,15752,
Revista Española de Cirugía Oral y Maxilofacial,1130-0558,15777,
Revista Española de Cirugía Ortopédica y Traumatología,1888-4415,15731,Formerly known as Revista de Ortopedia y Traumatología
Revista Española de Cirugía Ortopédica y Traumatología (English Edition),1988-8856,15770,
Revista Española de Geriatría y Gerontología,0211-139X,15737,
Revista Española de Medicina Legal,0377-4732,15779,
Revista Española de Medicina Nuclear e Imagen Molecular,2253-654X,15729,Formerly known as Revista Española de Medicina Nuclear
Revista Española de Medicina Nuclear e Imagen Molecular (English Edition),2253-8089,15774,Formerly known as Revista Española de Medicina Nuclear (English Edition)
Revista Española de Patología,1699-8855,15766,
Revista de Gastroenterología de México,0375-0906,15979,
Revista de Gastroenterología de México (English Edition),2255-534X,14300,
Revista Iberoamericana de Micología,1130-1406,15759,
Revista Internacional de Acupuntura,1887-8369,15742,
Revista Internacional de Andrología,1698-031X,15749,
Revista del Laboratorio Clínico,1888-4008,15707,
Revista Latinoamericana de Cirugía Ortopédica,2444-9725,16425,
"Revista de Logopedia, Foniatría y Audiología",0214-4603,15782,
Revista Médica Clínica Las Condes,0716-8640,16837,
Revista Médica del Hospital General de México,0185-1063,14303,
Revista Portuguesa de Cardiologia,0870-2551,15961,
Revista Portuguesa de Cardiologia (English Edition),2174-2049,15963,
Revista Portuguesa de Pneumologia,0873-2159,15787,
Revista de Psicodidáctica,1136-1034,16447,
Revista de Psicodidáctica (English ed.),2530-3805,16445,
Revista de Psiquiatría y Salud Mental,1888-9891,15757,
Revista de Psiquiatría y Salud Mental (English Edition),2173-5050,15798,
Revista de Senología y Patología Mamaria,0214-1582,15980,
Revue de Chirurgie Orthopédique et Traumatologique,1877-0517,15680,Formerly known as Revue de Chirurgie Orthopédique et Réparatrice de l’Appareil Moteur
Revue d'Épidémiologie et de Santé Publique,0398-7620,15710,
Revue Européenne de Psychologie Appliquée,1162-9088,09160,
Revue Française d’Allergologie,1877-0320,09095,Formerly known as Revue Française d'Allergologie et d'Immunologie Clinique
Revue Francophone de Cicatrisation,2468-9114,16449,
Revue Francophone Internationale de Recherche Infirmière,2352-8028,16355,
Revue Francophone des Laboratoires,1773-035X,09062,Formerly known as Revue Française des Laboratoires
Revue Francophone d'Orthoptie,1876-2204,09385,
La Revue Gestion et Organisation,2214-4234,17022,Formerly known as Revue Libanaise de Gestion et d'Économie
La Revue d’Homéopathie,1878-9730,15868,
Revue des Maladies Respiratoires,0761-8425,15715,
Revue des Maladies Respiratoires Actualités,1877-1203,15860,
La Revue de Médecine Interne,0248-8663,09061,
La Revue de Médecine Légale,1878-6529,15864,
Revue de Micropaléontologie,0035-1598,09152,
Revue Neurologique,0035-3787,15740,
Revue de Pneumologie Clinique,0761-8417,15651,
Revue du Rhumatisme,1169-8330,09096,
Revue du Rhumatisme Monographies,1878-6227,16175,
La Revue Sage-Femme,1637-4088,15841,
Revue Vétérinaire Clinique,2214-5672,09122,Formerly known as Pratique Médicale et Chirurgicale de l'Animal de Compagnie
Rheumatic Disease Clinics of North America,0889-857X,13263,
Rhizosphere,2452-2198,18283,
Rice Science,1672-6308,08625,
Robotics and Autonomous Systems,0921-8890,05309,Formerly known as Robotics
Robotics and Computer-Integrated Manufacturing,0736-5845,00704,Incorporating Computer Integrated Manufacturing Systems
Russian Geology and Geophysics,1068-7971,08608,
Russian Literature,0304-3479,05418,
Safety and Health at Work,2093-7911,17021,
Safety Science,0925-7535,05419,Formerly known as Journal of Occupational Accidents
The Saudi Dental Journal,1013-9052,08685,
Saudi Journal of Biological Sciences,1319-562X,08688,
Saudi Journal of Ophthalmology,1319-4534,08683,
Saudi Pharmaceutical Journal,1319-0164,08690,
Scandinavian Journal of Management,0956-5221,00872,Formerly known as Scandinavian Journal of Management Studies
Schizophrenia Research,0920-9964,05080,
Schizophrenia Research: Cognition,2215-0013,14191,
Science Bulletin,2095-9273,18374,
Science of Computer Programming,0167-6423,05310,
Science & Justice,1355-0306,08074,Formerly known as Journal Forensic Science Society
Science & Sports,0765-1597,09065,
Science of The Total Environment,0048-9697,05127,
Scientia Horticulturae,0304-4238,05128,
Scripta Materialia,1359-6462,00222,Formerly known as Scripta Metallurgica et Materialia; Incorporating Nanostructured Materials
Sealing Technology,1350-4789,02129,
Sedimentary Geology,0037-0738,05360,
Seizure,1059-1311,12685,
Seminarios de la Fundación Española de Reumatología,1577-3566,15739,
Seminars in Arthritis and Rheumatism,0049-0172,13201,
Seminars in Arthroplasty,1045-4527,13115,
Seminars in Cancer Biology,1044-579X,12679,
Seminars in Cell & Developmental Biology,1084-9521,12675,Formerly known as Seminars in Cell Biology; Incorporating Seminars in Developmental Biology
Seminars in Colon and Rectal Surgery,1043-1489,13111,
Seminars in Diagnostic Pathology,0740-2570,13056,
Seminars in Fetal and Neonatal Medicine,1744-165X,12700,Formerly known as Seminars in Neonatology
Seminars in Hematology,0037-1963,13322,
Seminars in Immunology,1044-5323,12678,
Seminars in Nephrology,0270-9295,13253,
Seminars in Nuclear Medicine,0001-2998,13092,
Seminars in Oncology,0093-7754,13313,
Seminars in Oncology Nursing,0749-2081,13186,
Seminars in Orthodontics,1073-8746,13031,
Seminars in Pediatric Neurology,1071-9091,13314,
Seminars in Pediatric Surgery,1055-8586,13119,
Seminars in Perinatology,0146-0005,13267,
Seminars in Radiation Oncology,1053-4296,13318,
Seminars in Roentgenology,0037-198X,13108,
Seminars in Spine Surgery,1040-7383,13116,
Seminars in Thoracic and Cardiovascular Surgery,1043-0679,13053,
Seminars in Thoracic and Cardiovascular Surgery: Pediatric Cardiac Surgery Annual,1092-9126,13120,
"Seminars in Ultrasound, CT and MRI",0887-2171,13129,
Seminars in Vascular Surgery,0895-7967,13131,
Sensing and Bio-Sensing Research,2214-1804,18026,
Sensors and Actuators A: Physical,0924-4247,06033,Formerly part of Sensors and Actuators
Sensors and Actuators B: Chemical,0925-4005,06034,Formerly part of Sensors and Actuators
Separation and Purification Technology,1383-5866,08054,Incorporating Gas Separation & Purification and Separations Technology
Sexologies,1158-1360,09372,
Sexual Medicine,2050-1161,18855,
Sexual Medicine Reviews,2050-0521,18847,
Sexual & Reproductive Healthcare,1877-5756,08675,
"She Ji: The Journal of Design, Economics, and Innovation",2405-8726,18225,
Signal Processing,0165-1684,05311,
Signal Processing: Image Communication,0923-5965,05312,
Simulation Modelling Practice and Theory,1569-190X,05314,Formerly known as Simulation Practice and Theory
Sleep Health,2352-7218,18790,
Sleep Medicine,1389-9457,05557,
Sleep Medicine Clinics,1556-407X,13408,
Sleep Medicine Reviews,1087-0792,12705,
Small Ruminant Research,0921-4488,05129,
Smart Health,2352-6483,18861,
Social Networks,0378-8733,05421,
The Social Science Journal,0362-3319,07443,
Social Science & Medicine,0277-9536,00315,"Incorporating Social Science & Medicine. Part A: Medical Psychology & Medical Sociology, Social Science & Medicine. Part B: Medical Anthropology, Social Science & Medicine. Part C: Medical Economics, Social Science & Medicine. Part D: Medical Geography, S"
Social Science Research,0049-089X,12113,
Socio-Economic Planning Sciences,0038-0121,00317,
SoftwareX,2352-7110,18109,
Soil Biology and Biochemistry,0038-0717,00332,
Soil Dynamics and Earthquake Engineering,0267-7261,02056,Formerly known as International Journal of Soil Dynamics and Earthquake Engineering
Soil and Tillage Research,0167-1987,05130,Incorporating Soil Technology
Soils and Foundations,0038-0806,10093,
Solar Energy,0038-092X,00329,
Solar Energy Materials and Solar Cells,0927-0248,05315,Incorporating Solar Cells and Solar Energy Materials
Solid Earth Sciences,2451-912X,18212,
Solid State Communications,0038-1098,00230,
Solid-State Electronics,0038-1101,00103,
Solid State Ionics,0167-2738,05240,
Solid State Nuclear Magnetic Resonance,0926-2040,12878,
Solid State Sciences,1293-2558,09067,Formerly known as European Journal of Solid State and Inorganic Chemistry; Incorporating International Journal of Inorganic Materials
South African Journal of Botany,0254-6299,06067,
South African Journal of Chemical Engineering,1026-9185,18259,
Space Policy,0265-9646,03081,
Space Research Today,1752-9298,00587,Formerly known as COSPAR Information Bulletin
Spanish Journal of Legal Medicine,2445-4249,16436,
Spatial and Spatio-temporal Epidemiology,1877-5845,05630,
Spatial Statistics,2211-6753,10088,
Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,1386-1425,05184,Formerly known as Spectrochimica Acta Part A: Molecular Spectroscopy
Spectrochimica Acta Part B: Atomic Spectroscopy,0584-8547,05185,Formerly part of Spectrochimica Acta
Speech Communication,0167-6393,05316,
Spine Deformity,2212-134X,13459,
The Spine Journal,1529-9430,07760,
Sport Management Review,1441-3523,05612,
Sports Orthopaedics and Traumatology,0949-328X,10055,
SSM - Population Health,2352-8273,18128,
Statistics & Probability Letters,0167-7152,05422,
Stem Cell Reports,2213-6711,12126,
Stem Cell Research,1873-5061,05503,
Steroids,0039-128X,07764,
Stochastic Processes and their Applications,0304-4149,05423,
Structural Change and Economic Dynamics,0954-349X,05424,
Structural Safety,0167-4730,05425,
Structure,0969-2126,02218,Incorporating Folding and Design
Structures,2352-0124,17739,
Studies in Educational Evaluation,0191-491X,00497,
Studies in History and Philosophy of Science Part A,0039-3681,00154,
Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics,1355-2198,00153,
Studies in History and Philosophy of Science Part C: Studies in History and Philosophy of Biological and Biomedical Sciences,1369-8486,01023,
Studies in Mycology,0166-0616,18073,
Superlattices and Microstructures,0749-6036,12657,
Surface and Coatings Technology,0257-8972,06035,Formerly known as Surface Technology
Surface Science,0039-6028,05241,Incorporating Surface Science Letters
Surface Science Reports,0167-5729,05243,
Surfaces and Interfaces,2468-0230,18319,
The Surgeon,1479-666X,05638,
Surgery,0039-6060,13087,
Surgery for Obesity and Related Diseases,1550-7289,13367,
Surgery (Oxford),0263-9319,04260,
Surgical Clinics of North America,0039-6109,13117,
Surgical Oncology,0960-7404,02212,
Surgical Oncology Clinics of North America,1055-3207,13323,
Surgical Pathology Clinics,1875-9181,13435,
Survey of Ophthalmology,0039-6257,07767,
Sustainable Chemistry and Pharmacy,2352-5541,18096,
Sustainable Cities and Society,2210-6707,12903,
Sustainable Computing: Informatics and Systems,2210-5379,12935,
"Sustainable Energy, Grids and Networks",2352-4677,18074,
Sustainable Energy Technologies and Assessments,2213-1388,10125,
Sustainable Environment Research,2468-2039,18331,
Sustainable Materials and Technologies,2214-9937,17064,
Sustainable Production and Consumption,2352-5509,18140,
Swarm and Evolutionary Computation,2210-6502,08724,
Synergy,2213-7130,10079,
Synthetic Metals,0379-6779,06036,
Synthetic and Systems Biotechnology,2405-805X,18215,
System,0346-251X,00335,
Systematic and Applied Microbiology,0723-2020,10022,"Formerly known as Zentralblatt für Bakteriologie Mikrobiologie und Hygiene: I. Abt. Originale C: Allgemeine, angewandte und ökologische Mikrobiologie"
Systems & Control Letters,0167-6911,05427,
Systems Engineering Procedia,2211-3819,12948,
Taiwanese Journal of Obstetrics and Gynecology,1028-4559,08587,
Talanta,0039-9140,05187,
Teaching and Learning in Nursing,1557-3087,13405,
Teaching and Teacher Education,0742-051X,00224,
Technical Innovations & Patient Support in Radiation Oncology,2405-6324,08191,
Techniques in Gastrointestinal Endoscopy,1096-2883,13268,
Techniques in Vascular and Interventional Radiology,1089-2516,13126,
Technological Forecasting and Social Change,0040-1625,07771,Formerly known as Technological Forecasting
Technology in Society,0160-791X,00384,
Technovation,0166-4972,02109,
Tectonophysics,0040-1951,05361,
Telecommunications Policy,0308-5961,03083,
Telematics and Informatics,0736-5853,00703,
Tetrahedron,0040-4020,00942,
Tetrahedron Letters,0040-4039,00233,
Theoretical and Applied Fracture Mechanics,0167-8442,05245,
Theoretical and Applied Mechanics Letters,2095-0349,18149,
Theoretical Computer Science,0304-3975,05317,
Theoretical Population Biology,0040-5809,12117,
Thérapie,0040-5957,16415,
Theriogenology,0093-691X,07774,
Thermal Science and Engineering Progress,2451-9049,18308,
Thermochimica Acta,0040-6031,05188,
Thin Solid Films,0040-6090,06037,
Thin-Walled Structures,0263-8231,02057,
Thinking Skills and Creativity,1871-1871,04240,
Thoracic Surgery Clinics,1547-4127,13052,Formerly known as Chest Surgery Clinics of North America
Thrombosis Research,0049-3848,00369,
Ticks and Tick-borne Diseases,1877-959X,10065,
Tissue and Cell,0040-8166,12722,
Topics in Companion Animal Medicine,1938-9736,13039,Formerly known as Clinical Techniques in Small Animal Practice
Topology and its Applications,0166-8641,05319,Formerly known as General Topology and its Applications
Tourism Management,0261-5177,03084,Formerly known as International Journal of Tourism Management
Tourism Management Perspectives,2211-9736,12984,
Toxicologie Analytique et Clinique,2352-0078,16825,
Toxicology,0300-483X,08056,
Toxicology and Applied Pharmacology,0041-008X,12116,
Toxicology Letters,0378-4274,08057,
Toxicology Reports,2214-7500,13466,
Toxicology in Vitro,0887-2333,00800,
Toxicon,0041-0101,00259,
TrAC Trends in Analytical Chemistry,0165-9936,05189,
Transactions of A. Razmadze Mathematical Institute,2346-8092,18294,
Transactions of Nonferrous Metals Society of China,1003-6326,04253,
Transfusion and Apheresis Science,1473-0502,00864,Formerly known as Transfusion Science
Transfusion Clinique et Biologique,1246-7820,09068,Formerly known as Revue Française de Transfusion et d'Hémobiologie
Transfusion Medicine Reviews,0887-7963,13325,
Translational Medicine of Aging,2468-5011,18373,
Translational Oncology,1936-5233,14194,
Translational Research,1931-5244,13243,Formerly known as Journal of Laboratory and Clinical Medicine
Translational Research in Anatomy,2214-854X,10517,
Transplant Immunology,0966-3274,05560,
Transplantation Proceedings,0041-1345,07002,
Transplantation Reports,2451-9596,18852,
Transplantation Reviews,0955-470X,13125,
Transport Policy,0967-070X,03085,
Transportation Geotechnics,2214-3912,17026,
Transportation Research Part A: Policy and Practice,0965-8564,00547,Formerly known as Transportation Research Part A: General
Transportation Research Part B: Methodological,0191-2615,00548,Formerly part of Transportation Research
Transportation Research Part C: Emerging Technologies,0968-090X,00130,
Transportation Research Part D: Transport and Environment,1361-9209,00171,
Transportation Research Part E: Logistics and Transportation Review,1366-5545,01012,
Transportation Research Part F: Traffic Psychology and Behaviour,1369-8478,01022,
Transportation Research Procedia,2352-1465,17736,
Trauma Case Reports,2352-6440,18090,
Travel Behaviour and Society,2214-367X,17029,
Travel Medicine and Infectious Disease,1477-8939,04052,
Trends in Anaesthesia and Critical Care,2210-8440,12728,Formerly known as Current Anaesthesia & Critical Care
Trends in Biochemical Sciences,0968-0004,02115,
Trends in Biotechnology,0167-7799,02119,
Trends in Cancer,2405-8033,18835,
Trends in Cardiovascular Medicine,1050-1738,07770,
Trends in Cell Biology,0962-8924,02123,
Trends in Cognitive Sciences,1364-6613,02201,
Trends in Ecology & Evolution,0169-5347,02122,
Trends in Endocrinology & Metabolism,1043-2760,07769,
Trends in Environmental Analytical Chemistry,2214-1588,17016,
Trends in Food Science & Technology,0924-2244,02124,
Trends in Genetics,0168-9525,02120,
Trends in Immunology,1471-4906,02118,Formerly known as Immunology Today
Trends in Microbiology,0966-842X,02125,
Trends in Molecular Medicine,1471-4914,02161,Formerly known as Molecular Medicine Today
Trends in Neuroscience and Education,2211-9493,10077,
Trends in Neurosciences,0166-2236,02116,
Trends in Parasitology,1471-4922,02121,Formerly known as Parasitology Today
Trends in Pharmacological Sciences,0165-6147,02117,
Trends in Plant Science,1360-1385,02169,
Tribology International,0301-679X,03086,Formerly known as Tribology
Tuberculosis,1472-9792,12723,Formerly known as Tubercle and Lung Disease
Tunnelling and Underground Space Technology,0886-7798,00799,
Turkish Journal of Emergency Medicine,2452-2473,18219,
Ultramicroscopy,0304-3991,05246,
Ultrasonics,0041-624X,05247,
Ultrasonics Sonochemistry,1350-4177,05248,
Ultrasound in Medicine & Biology,0301-5629,07554,
Underground Space,2467-9674,18235,
Urban Climate,2212-0955,08819,
Urban Forestry & Urban Greening,1618-8667,10015,
Urologic Clinics of North America,0094-0143,13130,
Urologic Oncology: Seminars and Original Investigations,1078-1439,13326,
Urology,0090-4295,07584,
Urology Case Reports,2214-4420,14156,
Urology Practice,2352-0779,18747,
Utilities Policy,0957-1787,03090,
Vaccine,0264-410X,03094,
Vacunas,1576-9887,15712,
Vacunas (English Edition),2445-1460,16434,
Vacuum,0042-207X,00357,
Value in Health,1098-3015,12934,
Value in Health Regional Issues,2212-1099,14112,
Vascular Pharmacology,1537-1891,07532,Formerly known as General Pharmacology: The Vascular System
Vehicular Communications,2214-2096,14153,
Veterinary Anaesthesia and Analgesia,1467-2987,18377,
Veterinary and Animal Science,2451-943X,18258,
Veterinary Clinics of North America: Equine Practice,0749-0739,13006,Formerly part of Veterinary Clinics of North America: Large Animal Practice
Veterinary Clinics of North America: Exotic Animal Practice,1094-9194,13008,
Veterinary Clinics of North America: Food Animal Practice,0749-0720,13009,Formerly part of Veterinary Clinics of North America: Large Animal Practice
Veterinary Clinics of North America: Small Animal Practice,0195-5616,13041,Formerly part of Veterinary Clinics of North America
Veterinary Immunology and Immunopathology,0165-2427,05133,
The Veterinary Journal,1090-0233,12603,Formerly known as British Veterinary Journal
Veterinary Microbiology,0378-1135,05134,
Veterinary Parasitology,0304-4017,05135,
Veterinary Parasitology: Regional Studies and Reports,2405-9390,18250,
Vibrational Spectroscopy,0924-2031,05190,
VideoGIE,2468-4481,18886,
Virology,0042-6822,12119,
Virus Research,0168-1702,05082,
Vision Research,0042-6989,00263,
Visual Informatics,2468-502X,18375,
Visual Journal of Emergency Medicine,2405-4690,18837,
Waste Management,0956-053X,00404,Formerly known as Nuclear and Chemical Waste Management
Water-Energy Nexus,2588-9125,18415,
Water Research,0043-1354,00309,
Water Resources and Economics,2212-4284,10095,
Water Resources and Industry,2212-3717,10094,
Water Science,1110-4929,18054,
Water Science and Engineering,1674-2370,18175,
Water Security,2468-3124,18344,
Wave Motion,0165-2125,05250,
Wear,0043-1648,06038,
